CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
12438.0,15,2,2906.85,4,2,5,425,Big Spenders
12441.0,367,1,173.55,1,1,1,111,Hibernating
12442.0,4,1,172.06,5,1,1,511,New Customers
12444.0,22,5,5005.46,4,4,5,445,Champions
12445.0,23,1,133.4,4,1,1,411,Promising
12446.0,58,1,1002.31,3,1,3,313,Others
12447.0,244,1,476.49,1,1,2,112,Hibernating
12448.0,45,1,449.45,3,1,2,312,Others
12449.0,23,4,4067.29,4,4,5,445,Champions
12450.0,157,2,197.88,2,2,1,221,Others
12451.0,11,5,9035.52,5,4,5,545,Champions
12452.0,17,2,430.57,4,2,2,422,Others
12453.0,135,1,707.09,2,1,3,213,Needs Attention
12454.0,57,1,3528.34,3,1,5,315,Big Spenders
12455.0,74,6,2466.86,2,5,4,254,Loyal Customers
12456.0,45,3,3181.04,3,3,5,335,Big Spenders
12457.0,67,7,2363.23,3,5,4,354,Loyal Customers
12458.0,72,2,947.4,3,2,3,323,Others
12461.0,95,2,826.88,2,2,3,223,Others
12462.0,19,2,1189.59,4,2,4,424,Others
12463.0,54,4,1344.78,3,4,4,344,Loyal Customers
12464.0,11,8,1212.05,5,5,4,554,Champions
12465.0,18,2,742.19,4,2,3,423,Potential Loyalists
12468.0,188,2,729.54,1,2,3,123,Others
12471.0,3,30,19788.65,5,5,5,555,Champions
12472.0,33,7,6572.11,3,5,5,355,Loyal Customers
12473.0,30,5,3928.05,4,4,5,445,Champions
12474.0,18,18,7324.09,4,5,5,455,Champions
12475.0,54,1,723.38,3,1,3,313,Others
12476.0,16,11,6816.42,4,5,5,455,Champions
12477.0,23,6,13219.74,4,5,5,455,Champions
12478.0,4,1,680.99,5,1,3,513,Potential Loyalists
12479.0,12,1,527.2,5,1,2,512,New Customers
12480.0,29,4,3281.63,4,4,5,445,Champions
12481.0,23,10,5579.82,4,5,5,455,Champions
12483.0,18,8,2484.98,4,5,4,454,Champions
12484.0,33,6,4527.32,3,5,5,355,Loyal Customers
12488.0,10,3,1298.66,5,3,4,534,Potential Loyalists
12489.0,337,1,334.93,1,1,2,112,Hibernating
12490.0,6,10,5417.93,5,5,5,555,Champions
12491.0,39,1,460.4,3,1,2,312,Others
12492.0,64,2,263.21,3,2,1,321,Others
12493.0,166,2,433.74,2,2,2,222,Others
12494.0,16,7,1246.1,4,5,4,454,Champions
12497.0,82,1,1043.1,2,1,3,213,Needs Attention
12498.0,22,3,403.7,4,3,2,432,Potential Loyalists
12500.0,24,11,4257.82,4,5,5,455,Champions
12501.0,337,1,2169.39,1,1,4,114,Hibernating
12502.0,96,5,3723.87,2,4,5,245,Loyal Customers
12504.0,19,2,482.05,4,2,2,422,Others
12506.0,233,1,73.5,1,1,1,111,Hibernating
12507.0,135,3,1304.81,2,3,4,234,At Risk
12508.0,27,2,397.88,4,2,2,422,Others
12509.0,285,1,176.5,1,1,1,111,Hibernating
12510.0,143,2,982.57,2,2,3,223,Others
12512.0,67,2,132.18,3,2,1,321,Others
12513.0,113,1,612.29,2,1,3,213,Needs Attention
12514.0,268,1,1017.68,1,1,3,113,Hibernating
12515.0,354,1,383.7,1,1,2,112,Hibernating
12516.0,78,2,1312.06,2,2,4,224,Others
12517.0,29,5,2481.6,4,4,4,444,Champions
12518.0,1,5,2056.89,5,4,4,544,Champions
12519.0,64,1,330.84,3,1,2,312,Others
12520.0,80,5,2634.26,2,4,5,245,Loyal Customers
12521.0,143,1,599.68,2,1,3,213,Needs Attention
12522.0,40,2,192.72,3,2,1,321,Others
12523.0,20,11,1789.77,4,5,4,454,Champions
12524.0,10,8,4485.72,5,5,5,555,Champions
12526.0,1,3,1316.66,5,3,4,534,Potential Loyalists
12527.0,82,3,348.71,2,3,2,232,At Risk
12528.0,10,6,1933.48,5,5,4,554,Champions
12530.0,60,4,1662.28,3,4,4,344,Loyal Customers
12531.0,15,1,125.22,4,1,1,411,Promising
12532.0,31,1,349.83,4,1,2,412,Promising
12534.0,131,1,1089.18,2,1,4,214,Needs Attention
12535.0,92,2,716.35,2,2,3,223,Others
12536.0,44,3,12601.83,3,3,5,335,Big Spenders
12538.0,30,1,363.95,4,1,2,412,Promising
12539.0,23,4,5568.35,4,4,5,445,Champions
12540.0,20,17,13400.24,4,5,5,455,Champions
12541.0,30,3,981.18,4,3,3,433,Potential Loyalists
12544.0,37,1,372.7,3,1,2,312,Others
12545.0,76,2,1000.39,2,2,3,223,Others
12546.0,47,2,1161.5,3,2,4,324,Others
12547.0,198,2,207.8,1,2,1,121,Others
12548.0,167,1,95.2,2,1,1,211,Needs Attention
12550.0,80,1,964.83,2,1,3,213,Needs Attention
12551.0,358,1,168.0,1,1,1,111,Hibernating
12552.0,39,2,437.82,3,2,2,322,Others
12553.0,9,10,3692.28,5,5,5,555,Champions
12556.0,51,2,599.56,3,2,3,323,Others
12557.0,17,5,11990.96,4,4,5,445,Champions
12558.0,8,1,269.96,5,1,1,511,New Customers
12559.0,311,2,561.71,1,2,2,122,Others
12560.0,6,3,2134.01,5,3,4,534,Potential Loyalists
12561.0,303,1,238.85,1,1,1,111,Hibernating
12562.0,9,7,3781.74,5,5,5,555,Champions
12564.0,262,1,456.9,1,1,2,112,Hibernating
12565.0,289,1,145.92,1,1,1,111,Hibernating
12566.0,87,1,351.65,2,1,2,212,Needs Attention
12567.0,23,10,9401.28,4,5,5,455,Champions
12569.0,3,32,4124.69,5,5,5,555,Champions
12571.0,40,2,519.61,3,2,2,322,Others
12572.0,9,2,1020.42,5,2,3,523,Potential Loyalists
12573.0,228,1,160.54,1,1,1,111,Hibernating
12574.0,316,1,218.45,1,1,1,111,Hibernating
12576.0,36,5,1315.83,3,4,4,344,Loyal Customers
12577.0,36,3,626.6,3,3,3,333,Others
12578.0,22,2,2794.51,4,2,5,425,Big Spenders
12579.0,79,1,440.42,2,1,2,212,Needs Attention
12580.0,247,1,415.7,1,1,2,112,Hibernating
12581.0,40,1,197.71,3,1,1,311,Others
12582.0,239,2,511.36,1,2,2,122,Others
12583.0,3,15,7281.38,5,5,5,555,Champions
12584.0,4,9,2338.15,5,5,4,554,Champions
12585.0,235,2,2040.1,1,2,4,124,Others
12586.0,18,1,196.94,4,1,1,411,Promising
12587.0,8,1,144.0,5,1,1,511,New Customers
12588.0,40,1,214.9,3,1,1,311,Others
12589.0,29,2,646.68,4,2,3,423,Potential Loyalists
12590.0,212,2,9864.26,1,2,5,125,Others
12591.0,318,1,452.85,1,1,2,112,Hibernating
12592.0,93,2,437.6,2,2,2,222,Others
12593.0,109,3,418.1,2,3,2,232,At Risk
12594.0,38,10,3338.22,3,5,5,355,Loyal Customers
12596.0,52,2,618.27,3,2,3,323,Others
12597.0,20,4,3811.22,4,4,5,445,Champions
12598.0,10,8,3023.08,5,5,5,555,Champions
12599.0,30,7,1032.58,4,5,3,453,Loyal Customers
12600.0,29,10,2599.04,4,5,4,454,Champions
12601.0,190,5,577.06,1,4,2,142,Cannot Lose Them
12602.0,59,1,153.12,3,1,1,311,Others
12603.0,22,1,739.2,4,1,3,413,Potential Loyalists
12604.0,80,2,254.18,2,2,1,221,Others
12607.0,61,1,1579.51,3,1,4,314,Others
12609.0,79,3,1126.85,2,3,4,234,At Risk
12610.0,23,5,2099.54,4,4,4,444,Champions
12611.0,53,1,1193.32,3,1,4,314,Others
12612.0,75,1,704.04,2,1,3,213,Needs Attention
12613.0,58,5,3344.38,3,4,5,345,Loyal Customers
12614.0,278,1,315.6,1,1,2,112,Hibernating
12615.0,3,4,2291.19,5,4,4,544,Champions
12616.0,96,2,713.3,2,2,3,223,Others
12617.0,30,1,352.98,4,1,2,412,Promising
12618.0,22,1,177.31,4,1,1,411,Promising
12619.0,17,9,3641.24,4,5,5,455,Champions
12620.0,15,3,1339.41,4,3,4,434,Potential Loyalists
12621.0,2,20,13689.67,5,5,5,555,Champions
12622.0,233,1,180.1,1,1,1,111,Hibernating
12623.0,277,1,305.1,1,1,2,112,Hibernating
12624.0,107,2,641.13,2,2,3,223,Others
12625.0,212,2,2683.82,1,2,5,125,Others
12626.0,24,9,6620.48,4,5,5,455,Champions
12627.0,11,7,4478.53,5,5,5,555,Champions
12628.0,5,3,786.46,5,3,3,533,Potential Loyalists
12630.0,10,2,1270.88,5,3,4,534,Potential Loyalists
12631.0,58,1,640.5,3,1,3,313,Others
12633.0,59,4,2163.98,3,4,4,344,Loyal Customers
12635.0,90,2,1689.18,2,3,4,234,At Risk
12637.0,68,8,6002.9,3,5,5,355,Loyal Customers
12638.0,34,1,671.69,3,1,3,313,Others
12639.0,239,1,486.1,1,1,2,112,Hibernating
12640.0,24,3,1174.58,4,3,4,434,Potential Loyalists
12641.0,116,1,185.9,2,1,1,211,Needs Attention
12642.0,26,3,1013.26,4,3,3,433,Potential Loyalists
12643.0,129,6,3344.64,2,5,5,255,Loyal Customers
12644.0,130,1,477.91,2,1,2,212,Needs Attention
12645.0,34,4,1775.18,3,4,4,344,Loyal Customers
12646.0,5,2,1346.97,5,3,4,534,Potential Loyalists
12647.0,23,12,3722.82,4,5,5,455,Champions
12648.0,155,1,318.05,2,1,2,212,Needs Attention
12649.0,108,3,623.51,2,3,3,233,At Risk
12650.0,4,1,314.44,5,1,2,512,New Customers
12651.0,335,1,114.0,1,1,1,111,Hibernating
12652.0,332,1,919.98,1,1,3,113,Hibernating
12653.0,149,2,2209.85,2,3,4,234,At Risk
12654.0,11,5,601.98,5,4,3,543,Loyal Customers
12656.0,18,5,4051.17,4,4,5,445,Champions
12657.0,12,4,1643.18,5,4,4,544,Champions
12658.0,19,1,686.05,4,1,3,413,Potential Loyalists
12659.0,30,1,91.68,4,1,1,411,Promising
12660.0,12,1,245.1,5,1,1,511,New Customers
12662.0,1,11,3849.78,5,5,5,555,Champions
12664.0,9,9,4881.88,5,5,5,555,Champions
12665.0,325,1,63.0,1,1,1,111,Hibernating
12667.0,59,1,620.13,3,1,3,313,Others
12668.0,12,4,3807.15,5,4,5,545,Champions
12669.0,151,3,2744.03,2,3,5,235,At Risk
12670.0,11,5,2996.05,5,4,5,545,Champions
12672.0,330,1,225.9,1,1,1,111,Hibernating
12673.0,6,2,610.52,5,3,3,533,Potential Loyalists
12674.0,39,4,1970.6,3,4,4,344,Loyal Customers
12676.0,25,6,1331.39,4,5,4,454,Champions
12678.0,43,12,17628.46,3,5,5,355,Loyal Customers
12679.0,59,4,1113.02,3,4,4,344,Loyal Customers
12680.0,1,4,862.81,5,4,3,543,Loyal Customers
12681.0,15,22,13787.54,4,5,5,455,Champions
12682.0,4,31,12279.82,5,5,5,555,Champions
12683.0,5,15,8476.57,5,5,5,555,Champions
12684.0,8,7,2283.63,5,5,4,554,Champions
12685.0,29,6,2863.08,4,5,5,455,Champions
12686.0,372,1,89.14,1,1,1,111,Hibernating
12688.0,114,1,4873.81,2,1,5,215,Needs Attention
12689.0,26,2,1247.61,4,3,4,434,Potential Loyalists
12690.0,206,1,389.01,1,1,2,112,Hibernating
12691.0,29,6,1035.8,4,5,3,453,Loyal Customers
12693.0,128,4,855.91,2,4,3,243,Loyal Customers
12694.0,71,2,869.67,3,3,3,333,Others
12695.0,8,4,582.1,5,4,2,542,Others
12697.0,29,3,957.59,4,3,3,433,Potential Loyalists
12700.0,8,4,4939.99,5,4,5,545,Champions
12701.0,80,2,797.71,2,3,3,233,At Risk
12702.0,20,1,219.0,4,1,1,411,Promising
12703.0,72,1,283.55,3,1,1,311,Others
12704.0,8,8,2340.84,5,5,4,554,Champions
12705.0,16,9,6868.29,4,5,5,455,Champions
12707.0,292,1,603.42,1,1,3,113,Hibernating
12708.0,30,10,2712.91,4,5,5,455,Champions
12709.0,16,15,9706.52,4,5,5,455,Champions
12710.0,97,3,1149.02,2,3,4,234,At Risk
12712.0,29,13,4396.13,4,5,5,455,Champions
12713.0,1,1,848.55,5,1,3,513,Potential Loyalists
12714.0,10,5,4708.86,5,4,5,545,Champions
12715.0,107,1,343.36,2,1,2,212,Needs Attention
12716.0,4,2,1053.49,5,3,3,533,Potential Loyalists
12717.0,152,2,1030.98,2,3,3,233,At Risk
12718.0,72,1,238.25,3,1,1,311,Others
12719.0,6,2,644.95,5,3,3,533,Potential Loyalists
12720.0,3,25,5781.73,5,5,5,555,Champions
12721.0,32,6,2656.13,4,5,5,455,Champions
12722.0,86,4,997.63,2,4,3,243,Loyal Customers
12723.0,4,5,725.07,5,4,3,543,Loyal Customers
12724.0,6,4,1031.41,5,4,3,543,Loyal Customers
12725.0,372,1,427.8,1,1,2,112,Hibernating
12726.0,29,7,2609.1,4,5,4,454,Champions
12727.0,11,7,3980.7,5,5,5,555,Champions
12728.0,72,4,836.33,3,4,3,343,Loyal Customers
12729.0,114,1,453.01,2,1,2,212,Needs Attention
12731.0,24,12,18895.91,4,5,5,455,Champions
12732.0,180,1,236.26,1,1,1,111,Hibernating
12733.0,235,1,383.95,1,1,2,112,Hibernating
12734.0,353,1,110.4,1,1,1,111,Hibernating
12735.0,316,2,779.57,1,3,3,133,Others
12736.0,333,1,234.0,1,1,1,111,Hibernating
12738.0,373,1,155.35,1,1,1,111,Hibernating
12739.0,79,2,1013.04,2,3,3,233,At Risk
12740.0,64,1,427.6,3,1,2,312,Others
12743.0,135,2,540.13,2,3,2,232,At Risk
12744.0,52,7,21279.29,3,5,5,355,Loyal Customers
12747.0,3,11,4196.01,5,5,5,555,Champions
12748.0,1,209,33053.19,5,5,5,555,Champions
12749.0,4,5,4090.88,5,4,5,545,Champions
12750.0,129,1,275.88,2,1,1,211,Needs Attention
12752.0,82,1,4366.78,2,1,5,215,Needs Attention
12753.0,23,6,21429.39,4,5,5,455,Champions
12754.0,236,3,3010.74,1,3,5,135,Others
12755.0,281,2,3811.95,1,3,5,135,Others
12756.0,87,1,112.08,2,1,1,211,Needs Attention
12757.0,16,13,7834.65,4,5,5,455,Champions
12758.0,117,2,2791.59,2,3,5,235,At Risk
12759.0,53,3,1531.44,3,3,4,334,Others
12762.0,8,2,1898.52,5,3,4,534,Potential Loyalists
12763.0,139,2,494.08,2,3,2,232,At Risk
12764.0,317,1,1693.88,1,1,4,114,Hibernating
12766.0,4,7,6989.63,5,5,5,555,Champions
12769.0,239,1,1143.6,1,1,4,114,Hibernating
12770.0,211,1,1351.45,1,1,4,114,Hibernating
12772.0,60,1,892.47,3,1,3,313,Others
12775.0,18,5,1386.04,4,4,4,444,Champions
12778.0,20,6,822.23,4,5,3,453,Loyal Customers
12779.0,38,8,3981.36,3,5,5,355,Loyal Customers
12781.0,64,2,826.74,3,3,3,333,Others
12782.0,5,5,2330.92,5,4,4,544,Champions
12783.0,3,6,2225.91,5,5,4,554,Champions
12784.0,10,2,532.82,5,3,2,532,Potential Loyalists
12785.0,365,1,311.95,1,1,2,112,Hibernating
12787.0,10,3,463.66,5,3,2,532,Potential Loyalists
12789.0,66,1,91.85,3,1,1,311,Others
12790.0,193,1,324.92,1,1,2,112,Hibernating
12791.0,374,1,192.6,1,1,1,111,Hibernating
12792.0,257,1,400.54,1,1,2,112,Hibernating
12793.0,335,2,545.48,1,3,2,132,Others
12794.0,54,2,860.41,3,3,3,333,Others
12795.0,19,1,430.48,4,1,2,412,Promising
12797.0,366,1,254.03,1,1,1,111,Hibernating
12798.0,11,3,6977.04,5,3,5,535,Potential Loyalists
12802.0,187,1,427.58,1,1,2,112,Hibernating
12808.0,37,3,483.65,3,3,2,332,Others
12809.0,178,1,489.31,1,1,2,112,Hibernating
12811.0,261,3,514.85,1,3,2,132,Others
12812.0,45,1,229.64,3,1,1,311,Others
12814.0,102,1,125.92,2,1,1,211,Needs Attention
12815.0,148,2,1063.46,2,3,3,233,At Risk
12816.0,96,2,572.2,2,3,2,232,At Risk
12817.0,282,1,166.04,1,1,1,111,Hibernating
12818.0,262,1,1542.08,1,1,4,114,Hibernating
12820.0,4,4,942.34,5,4,3,543,Loyal Customers
12821.0,215,1,92.72,1,1,1,111,Hibernating
12822.0,71,2,948.88,3,3,3,333,Others
12823.0,75,5,1759.5,2,4,4,244,Loyal Customers
12824.0,60,1,397.12,3,1,2,312,Others
12826.0,3,7,1474.72,5,5,4,554,Champions
12827.0,6,3,430.15,5,3,2,532,Potential Loyalists
12828.0,3,6,1018.71,5,5,3,553,Loyal Customers
12829.0,337,2,293.0,1,3,2,132,Others
12830.0,38,6,6814.64,3,5,5,355,Loyal Customers
12831.0,263,1,215.05,1,1,1,111,Hibernating
12832.0,33,2,383.03,3,3,2,332,Others
12833.0,146,1,417.38,2,1,2,212,Needs Attention
12834.0,283,1,312.38,1,1,2,112,Hibernating
12836.0,60,4,2610.36,3,4,5,345,Loyal Customers
12837.0,174,1,134.1,2,1,1,211,Needs Attention
12838.0,34,2,671.95,3,3,3,333,Others
12839.0,3,14,5591.42,5,5,5,555,Champions
12840.0,144,4,2726.77,2,4,5,245,Loyal Customers
12841.0,5,25,3991.58,5,5,5,555,Champions
12842.0,71,2,1118.99,3,3,4,334,Others
12843.0,66,8,1702.26,3,5,4,354,Loyal Customers
12844.0,30,2,325.96,4,3,2,432,Potential Loyalists
12845.0,268,4,354.09,1,4,2,142,Cannot Lose Them
12847.0,23,1,843.64,4,1,3,413,Potential Loyalists
12849.0,32,2,1010.29,4,3,3,433,Potential Loyalists
12851.0,97,1,131.81,2,1,1,211,Needs Attention
12852.0,295,1,311.55,1,1,2,112,Hibernating
12853.0,135,6,1957.1,2,5,4,254,Loyal Customers
12854.0,79,3,1316.25,2,3,4,234,At Risk
12855.0,373,1,38.1,1,1,1,111,Hibernating
12856.0,8,6,2170.78,5,5,4,554,Champions
12857.0,211,2,1106.4,1,3,4,134,Others
12863.0,53,1,521.2,3,1,2,312,Others
12864.0,139,1,147.12,2,1,1,211,Needs Attention
12865.0,27,2,1568.23,4,3,4,434,Potential Loyalists
12866.0,284,1,559.12,1,1,2,112,Hibernating
12867.0,27,7,4009.34,4,5,5,455,Champions
12868.0,186,6,1607.06,1,5,4,154,Loyal Customers
12871.0,85,2,380.64,2,3,2,232,At Risk
12872.0,327,2,599.97,1,3,3,133,Others
12873.0,283,1,374.0,1,1,2,112,Hibernating
12875.0,144,2,343.23,2,3,2,232,At Risk
12876.0,58,2,2218.02,3,3,4,334,Others
12877.0,4,12,1535.77,5,5,4,554,Champions
12878.0,237,2,854.99,1,3,3,133,Others
12879.0,45,3,573.22,3,3,2,332,Others
12881.0,276,1,298.0,1,1,2,112,Hibernating
12882.0,10,2,1463.04,5,3,4,534,Potential Loyalists
12883.0,25,4,703.47,4,4,3,443,Loyal Customers
12884.0,89,1,309.05,2,1,2,212,Needs Attention
12885.0,64,3,1175.22,3,3,4,334,Others
12886.0,68,2,1378.4,3,3,4,334,Others
12888.0,215,2,354.12,1,3,2,132,Others
12890.0,25,1,376.72,4,1,2,412,Promising
12891.0,186,3,331.0,1,3,2,132,Others
12893.0,31,1,176.55,4,1,1,411,Promising
12895.0,43,2,372.8,3,3,2,332,Others
12897.0,205,2,216.5,1,3,1,131,Others
12901.0,9,28,17654.54,5,5,5,555,Champions
12902.0,265,1,138.68,1,1,1,111,Hibernating
12904.0,19,2,496.06,4,3,2,432,Potential Loyalists
12906.0,12,5,2919.81,5,4,5,545,Champions
12908.0,177,2,750.0,1,3,3,133,Others
12909.0,40,5,2178.67,3,4,4,344,Loyal Customers
12910.0,24,8,3075.04,4,5,5,455,Champions
12912.0,3,5,1662.3,5,4,4,544,Champions
12913.0,5,5,2483.63,5,4,4,544,Champions
12915.0,149,2,363.65,2,3,2,232,At Risk
12916.0,139,4,2944.95,2,4,5,245,Loyal Customers
12917.0,129,1,594.0,2,1,3,213,Needs Attention
12919.0,9,6,1335.19,5,5,4,554,Champions
12920.0,18,1,162.78,4,1,1,411,Promising
12921.0,10,37,16587.09,5,5,5,555,Champions
12922.0,162,1,405.38,2,1,2,212,Needs Attention
12923.0,65,1,172.82,3,1,1,311,Others
12924.0,89,4,933.7,2,4,3,243,Loyal Customers
12925.0,5,2,694.05,5,3,3,533,Potential Loyalists
12928.0,36,5,2062.7,3,4,4,344,Loyal Customers
12929.0,312,1,117.85,1,1,1,111,Hibernating
12930.0,79,2,415.8,2,3,2,232,At Risk
12931.0,22,15,42055.96,4,5,5,455,Champions
12933.0,25,3,607.53,4,3,3,433,Potential Loyalists
12935.0,3,7,2160.7,5,5,4,554,Champions
12936.0,18,4,1063.9,4,4,3,443,Loyal Customers
12937.0,16,4,1504.27,4,4,4,444,Champions
12938.0,26,1,114.14,4,1,1,411,Promising
12939.0,65,8,11581.8,3,5,5,355,Loyal Customers
12940.0,55,2,899.69,3,3,3,333,Others
12942.0,132,3,675.6,2,3,3,233,At Risk
12944.0,36,2,604.51,3,3,3,333,Others
12945.0,289,1,462.95,1,1,2,112,Hibernating
12947.0,144,6,1603.99,2,5,4,254,Loyal Customers
12948.0,17,7,2064.95,4,5,4,454,Champions
12949.0,31,8,4167.22,4,5,5,455,Champions
12950.0,3,3,1843.0,5,3,4,534,Potential Loyalists
12951.0,9,6,1064.07,5,5,3,553,Loyal Customers
12952.0,6,4,1387.79,5,4,4,544,Champions
12953.0,10,1,329.85,5,1,2,512,New Customers
12955.0,2,11,4757.16,5,5,5,555,Champions
12956.0,307,1,108.07,1,1,1,111,Hibernating
12957.0,10,8,4017.54,5,5,5,555,Champions
12962.0,8,2,266.39,5,3,1,531,Potential Loyalists
12963.0,9,8,1856.63,5,5,4,554,Champions
12965.0,90,1,769.81,2,1,3,213,Needs Attention
12966.0,10,1,160.18,5,1,1,511,New Customers
12967.0,359,2,1660.9,1,3,4,134,Others
12968.0,113,1,135.95,2,1,1,211,Needs Attention
12970.0,8,4,405.47,5,4,2,542,Others
12971.0,4,86,11189.91,5,5,5,555,Champions
12974.0,198,1,144.8,1,1,1,111,Hibernating
12976.0,212,1,738.6,1,1,3,113,Hibernating
12977.0,157,1,39.24,2,1,1,211,Needs Attention
12980.0,158,9,7374.9,2,5,5,255,Loyal Customers
12981.0,30,2,372.22,4,3,2,432,Potential Loyalists
12982.0,243,1,390.54,1,1,2,112,Hibernating
12984.0,19,1,97.5,4,1,1,411,Promising
12985.0,1,2,1239.38,5,3,4,534,Potential Loyalists
12987.0,74,2,558.7,2,3,2,232,At Risk
12988.0,293,1,505.82,1,1,2,112,Hibernating
12989.0,4,15,6924.11,5,5,5,555,Champions
12990.0,32,3,409.5,4,3,2,432,Potential Loyalists
12991.0,24,2,503.76,4,3,2,432,Potential Loyalists
12993.0,24,4,414.76,4,4,2,442,Others
12994.0,5,3,974.42,5,3,3,533,Potential Loyalists
12995.0,86,1,211.32,2,1,1,211,Needs Attention
12997.0,23,4,1226.89,4,4,4,444,Champions
12999.0,197,3,455.88,1,3,2,132,Others
13000.0,107,3,534.85,2,3,2,232,At Risk
13001.0,5,13,9785.97,5,5,5,555,Champions
13002.0,319,1,120.95,1,1,1,111,Hibernating
13003.0,106,3,149.05,2,3,1,231,At Risk
13004.0,12,18,5655.91,5,5,5,555,Champions
13005.0,174,2,513.7,2,3,2,232,At Risk
13006.0,57,1,81.57,3,1,1,311,Others
13008.0,324,1,229.47,1,1,1,111,Hibernating
13011.0,373,1,50.55,1,1,1,111,Hibernating
13012.0,10,8,1646.84,5,5,4,554,Champions
13013.0,2,13,4810.94,5,5,5,555,Champions
13014.0,11,10,3466.28,5,5,5,555,Champions
13015.0,54,5,3339.64,3,4,5,345,Loyal Customers
13016.0,74,3,789.89,2,3,3,233,At Risk
13017.0,8,1,204.0,5,1,1,511,New Customers
13018.0,17,28,7277.7,4,5,5,455,Champions
13021.0,5,9,2616.38,5,5,5,555,Champions
13023.0,65,2,689.9,3,3,3,333,Others
